IN_7_3-y:y-S1_0,01-01-1970 10:12:35,01-01-1970 10:14:35,HL*IN_7_0:IN_7_3-y,01-01-1970 10:12:55,01-01-1970 10:14:14,BL
IN_7_3-y:y-S1_0,01-01-1970 10:12:35,01-01-1970 10:14:35,HL*IN_7_0:IN_7_3-y,01-01-1970 10:13:38,01-01-1970 10:14:15,BL
IN_7_3-y:y-S1_0,01-01-1970 10:31:35,01-01-1970 10:32:35,HL*y-S1_0:z-x,01-01-1970 10:32:28,01-01-1970 10:33:28,HL
IN_7_3-y:y-S1_0,01-01-1970 10:31:35,01-01-1970 10:32:35,HL*y-S1_0:y-S2_0,01-01-1970 10:32:31,01-01-1970 10:33:31,HL
y-S1_0:z-x,01-01-1970 01:20:28,01-01-1970 01:21:28,HL*y-S1_0:y-S2_0,01-01-1970 01:20:31,01-01-1970 01:21:31,HL
y-S1_0:z-x,01-01-1970 02:41:28,01-01-1970 02:42:28,HL*y-S4_0:z-x,01-01-1970 02:42:16,01-01-1970 02:43:16,HL
y-S1_0:z-x,01-01-1970 08:18:28,01-01-1970 08:19:28,HL*y-S4_0:z-x,01-01-1970 08:19:16,01-01-1970 08:20:16,HL
y-S1_0:z-x,01-01-1970 08:40:28,01-01-1970 08:41:28,HL*y-S4_0:z-x,01-01-1970 08:41:16,01-01-1970 08:42:16,HL
y-S1_0:z-x,01-01-1970 10:32:28,01-01-1970 10:33:28,HL*y-S1_0:y-S2_0,01-01-1970 10:32:31,01-01-1970 10:33:31,HL
z-x:IN_1_3-x,01-01-1970 00:45:07,01-01-1970 00:46:07,HL*IN_1_3-x:IN_2_3-x,01-01-1970 00:45:16,01-01-1970 00:46:16,HL
z-x:IN_1_3-x,01-01-1970 01:23:07,01-01-1970 01:24:07,HL*IN_1_3-x:IN_2_3-x,01-01-1970 01:23:16,01-01-1970 01:24:16,HL
z-x:IN_1_3-x,01-01-1970 03:46:07,01-01-1970 03:47:07,HL*IN_1_3-x:IN_2_3-x,01-01-1970 03:46:16,01-01-1970 03:47:16,HL
z-x:IN_1_3-x,01-01-1970 03:46:07,01-01-1970 03:47:07,HL*IN_1_0:IN_1_3-x,01-01-1970 03:46:28,01-01-1970 03:51:28,HL
z-x:IN_1_3-x,01-01-1970 04:38:07,01-01-1970 04:39:07,HL*IN_1_3-x:IN_2_3-x,01-01-1970 04:38:16,01-01-1970 04:39:16,HL
z-x:IN_1_3-x,01-01-1970 04:49:07,01-01-1970 04:50:07,HL*IN_1_3-x:IN_2_3-x,01-01-1970 04:49:16,01-01-1970 04:50:16,HL
z-x:IN_1_3-x,01-01-1970 04:49:07,01-01-1970 04:50:07,HL*IN_1_0:IN_1_3-x,01-01-1970 04:49:28,01-01-1970 04:52:28,HL
z-x:IN_1_3-x,01-01-1970 05:18:07,01-01-1970 05:19:07,HL*IN_1_3-x:IN_2_3-x,01-01-1970 05:18:16,01-01-1970 05:19:16,HL
z-x:IN_1_3-x,01-01-1970 05:34:07,01-01-1970 05:35:07,HL*IN_1_3-x:IN_2_3-x,01-01-1970 05:34:16,01-01-1970 05:35:16,HL
z-x:IN_1_3-x,01-01-1970 05:34:07,01-01-1970 05:35:07,HL*IN_1_0:IN_1_3-x,01-01-1970 05:34:28,01-01-1970 05:35:28,HL
z-x:IN_1_3-x,01-01-1970 05:34:07,01-01-1970 05:35:07,HL*y-S4_0:z-x,01-01-1970 05:34:16,01-01-1970 05:35:16,HL
z-x:IN_1_3-x,01-01-1970 06:54:07,01-01-1970 06:55:07,HL*IN_1_3-x:IN_2_3-x,01-01-1970 06:54:16,01-01-1970 06:55:16,HL
z-x:IN_1_3-x,01-01-1970 06:54:07,01-01-1970 06:55:07,HL*y-S4_0:z-x,01-01-1970 06:54:16,01-01-1970 06:55:16,HL
z-x:IN_1_3-x,01-01-1970 08:17:07,01-01-1970 08:18:07,HL*IN_1_3-x:IN_2_3-x,01-01-1970 08:17:16,01-01-1970 08:18:16,HL
z-x:IN_1_3-x,01-01-1970 10:16:07,01-01-1970 10:17:07,HL*IN_1_0:IN_1_3-x,01-01-1970 10:16:28,01-01-1970 10:21:28,HL
z-x:IN_1_3-x,01-01-1970 10:47:07,01-01-1970 10:48:07,HL*IN_1_0:IN_1_3-x,01-01-1970 10:47:28,01-01-1970 10:49:28,HL
z-x:IN_1_3-x,01-01-1970 12:16:07,01-01-1970 12:17:07,HL*IN_1_3-x:IN_2_3-x,01-01-1970 12:16:16,01-01-1970 12:17:16,HL
IN_1_3-x:IN_2_3-x,01-01-1970 01:12:16,01-01-1970 01:13:16,HL*IN_2_3-x:IN_3_3-x,01-01-1970 01:12:18,01-01-1970 01:13:18,HL
IN_1_3-x:IN_2_3-x,01-01-1970 01:18:16,01-01-1970 01:19:16,HL*IN_2_3-x:IN_3_3-x,01-01-1970 01:18:18,01-01-1970 01:19:18,HL
IN_1_3-x:IN_2_3-x,01-01-1970 01:23:16,01-01-1970 01:24:16,HL*IN_2_3-x:IN_3_3-x,01-01-1970 01:23:18,01-01-1970 01:24:18,HL
IN_1_3-x:IN_2_3-x,01-01-1970 03:46:16,01-01-1970 03:47:16,HL*IN_1_0:IN_1_3-x,01-01-1970 03:46:28,01-01-1970 03:51:28,HL
IN_1_3-x:IN_2_3-x,01-01-1970 04:38:16,01-01-1970 04:39:16,HL*IN_2_3-x:IN_3_3-x,01-01-1970 04:38:18,01-01-1970 04:39:18,HL
IN_1_3-x:IN_2_3-x,01-01-1970 04:49:16,01-01-1970 04:50:16,HL*IN_1_0:IN_1_3-x,01-01-1970 04:49:28,01-01-1970 04:52:28,HL
IN_1_3-x:IN_2_3-x,01-01-1970 05:18:16,01-01-1970 05:19:16,HL*IN_2_3-x:IN_3_3-x,01-01-1970 05:18:18,01-01-1970 05:19:18,HL
IN_1_3-x:IN_2_3-x,01-01-1970 05:34:16,01-01-1970 05:35:16,HL*IN_1_0:IN_1_3-x,01-01-1970 05:34:28,01-01-1970 05:35:28,HL
IN_2_3-x:IN_3_3-x,01-01-1970 01:12:18,01-01-1970 01:13:18,HL*IN_3_3-x:IN_4_3-x,01-01-1970 01:12:21,01-01-1970 01:13:21,HL
IN_2_3-x:IN_3_3-x,01-01-1970 01:18:18,01-01-1970 01:19:18,HL*IN_3_3-x:IN_4_3-x,01-01-1970 01:18:21,01-01-1970 01:19:21,HL
IN_2_3-x:IN_3_3-x,01-01-1970 03:10:18,01-01-1970 03:11:18,HL*IN_3_3-x:IN_4_3-x,01-01-1970 03:10:21,01-01-1970 03:11:21,HL
IN_3_3-x:IN_4_3-x,01-01-1970 01:27:21,01-01-1970 01:28:21,HL*IN_4_0:IN_4_3-x,01-01-1970 01:27:53,01-01-1970 01:28:53,HL
IN_3_3-x:IN_4_3-x,01-01-1970 03:10:21,01-01-1970 03:11:21,HL*IN_4_0:IN_4_3-x,01-01-1970 03:10:53,01-01-1970 03:11:53,HL
y-S1_0:y-S2_0,01-01-1970 00:47:31,01-01-1970 00:48:31,HL*y-S2_0:y-S3_0,01-01-1970 00:47:33,01-01-1970 00:48:33,HL
y-S1_0:y-S2_0,01-01-1970 01:14:31,01-01-1970 01:15:31,HL*y-S2_0:y-S3_0,01-01-1970 01:14:33,01-01-1970 01:15:33,HL
y-S1_0:y-S2_0,01-01-1970 01:20:31,01-01-1970 01:21:31,HL*y-S2_0:y-S3_0,01-01-1970 01:20:33,01-01-1970 01:21:33,HL
y-S1_0:y-S2_0,01-01-1970 01:25:31,01-01-1970 01:26:31,HL*y-S2_0:y-S3_0,01-01-1970 01:25:33,01-01-1970 01:26:33,HL
y-S1_0:y-S2_0,01-01-1970 03:21:31,01-01-1970 03:22:31,HL*y-S2_0:y-S3_0,01-01-1970 03:21:33,01-01-1970 03:22:33,HL
y-S1_0:y-S2_0,01-01-1970 03:48:31,01-01-1970 03:49:31,HL*y-S2_0:y-S3_0,01-01-1970 03:48:33,01-01-1970 03:49:33,HL
y-S1_0:y-S2_0,01-01-1970 04:40:31,01-01-1970 04:41:31,HL*y-S2_0:y-S3_0,01-01-1970 04:40:33,01-01-1970 04:41:33,HL
y-S1_0:y-S2_0,01-01-1970 04:51:31,01-01-1970 04:52:31,HL*y-S2_0:y-S3_0,01-01-1970 04:51:33,01-01-1970 04:52:33,HL
y-S1_0:y-S2_0,01-01-1970 05:20:31,01-01-1970 05:21:31,HL*y-S2_0:y-S3_0,01-01-1970 05:20:33,01-01-1970 05:21:33,HL
y-S1_0:y-S2_0,01-01-1970 08:19:31,01-01-1970 08:20:31,HL*y-S2_0:y-S3_0,01-01-1970 08:19:33,01-01-1970 08:20:33,HL
y-S1_0:y-S2_0,01-01-1970 10:13:31,01-01-1970 10:14:31,HL*y-S2_0:y-S3_0,01-01-1970 10:13:33,01-01-1970 10:14:33,HL
y-S1_0:y-S2_0,01-01-1970 12:18:31,01-01-1970 12:19:31,HL*y-S2_0:y-S3_0,01-01-1970 12:18:33,01-01-1970 12:19:33,HL
y-S2_0:y-S3_0,01-01-1970 01:29:33,01-01-1970 01:30:33,HL*y-S3_0:y-S4_0,01-01-1970 01:30:15,01-01-1970 01:31:15,HL
y-S2_0:y-S3_0,01-01-1970 03:21:33,01-01-1970 03:22:33,HL*y-S3_0:y-S4_0,01-01-1970 03:22:15,01-01-1970 03:23:15,HL
IN_5_0:IN_5_3-x,01-01-1970 04:14:48,01-01-1970 10:47:26,BL*IN_4_3-x:IN_5_3-x,01-01-1970 04:34:20,01-01-1970 04:35:20,HL
IN_5_0:IN_5_3-x,01-01-1970 04:14:48,01-01-1970 10:47:26,BL*IN_4_3-x:IN_5_3-x,01-01-1970 05:01:20,01-01-1970 05:02:20,HL
IN_5_0:IN_5_3-x,01-01-1970 04:14:48,01-01-1970 10:47:26,BL*IN_4_3-x:IN_5_3-x,01-01-1970 05:30:20,01-01-1970 05:31:20,HL
IN_5_0:IN_5_3-x,01-01-1970 04:14:48,01-01-1970 10:47:26,BL*IN_4_3-x:IN_5_3-x,01-01-1970 10:12:20,01-01-1970 10:13:20,HL
IN_5_0:IN_5_3-x,01-01-1970 04:14:48,01-01-1970 10:47:26,BL*IN_4_3-x:IN_5_3-x,01-01-1970 10:27:20,01-01-1970 10:28:20,HL
IN_5_0:IN_5_3-x,01-01-1970 04:14:48,01-01-1970 10:47:26,BL*IN_5_3-x:IN_6_3-x,01-01-1970 04:35:16,01-01-1970 04:36:16,HL
