"4459",IN_7_3-y:y-S1_0,22206400,52900
"4459",y-S1_0:y-S2_0,22259300,1300
"4459",y-S2_0:y-S3_0,22260600,1300
"9487",IN_3_0:IN_3_3-x,46394300,22700
"9487",IN_3_3-x:IN_4_3-x,46417000,2100
"9487",IN_4_3-x:IN_5_3-x,46419100,56300
"9487",IN_5_3-x:IN_6_3-x,46475400,7500
"9487",IN_6_3-x:IN_7_3-y,46482900,11600
"1471",IN_6_0:IN_6_3-x,7142000,33600
"1471",IN_6_3-x:IN_7_3-y,7175600,11500
"5170",IN_1_0:IN_1_3-x,25264200,63000
"5170",IN_1_3-x:IN_2_3-x,25327200,2100
"5170",IN_2_3-x:IN_3_3-x,25329300,3000
"5170",IN_3_3-x:IN_4_3-x,25332300,2200
"5170",IN_4_3-x:IN_5_3-x,25334500,56300
"5170",IN_5_3-x:IN_6_3-x,25390800,7500
"5170",IN_6_3-x:IN_7_3-y,25398300,11600
"193",IN_2_0:IN_2_3-x,978300,230000
"193",IN_2_3-x:IN_3_3-x,1208300,2900
"193",IN_3_3-x:IN_4_3-x,1211200,2200
"193",IN_4_3-x:IN_5_3-x,1213400,56300
"193",IN_5_3-x:IN_6_3-x,1269700,7500
"193",IN_6_3-x:IN_7_3-y,1277200,11600
"6729",IN_2_0:IN_2_3-x,32913300,230000
"6729",IN_2_3-x:IN_3_3-x,33143300,2900
"6729",IN_3_3-x:IN_4_3-x,33146200,2200
"6729",IN_4_3-x:IN_5_3-x,33148400,56300
"6729",IN_5_3-x:IN_6_3-x,33204700,7500
"6729",IN_6_3-x:IN_7_3-y,33212200,11600
"8157",IN_3_0:IN_3_3-x,39929800,22300
"8157",IN_3_3-x:IN_4_3-x,39952100,2100
"8157",IN_4_3-x:IN_5_3-x,39954200,56300
"8157",IN_5_3-x:IN_6_3-x,40010500,7500
"8157",IN_6_3-x:IN_7_3-y,40018000,11600
"3128",IN_5_0:IN_5_3-x,15288600,37800
"3128",IN_5_3-x:IN_6_3-x,15326400,7400
"3128",IN_6_3-x:IN_7_3-y,15333800,11600
"8024",IN_3_0:IN_3_3-x,39313900,22300
"8024",IN_3_3-x:IN_4_3-x,39336200,2100
"8024",IN_4_3-x:IN_5_3-x,39338300,56300
