HL,IN_4_0:IN_4_3-x,01-01-1970 01:27:53.000,01-01-1970 01:28:53.000
HL,IN_4_0:IN_4_3-x,01-01-1970 03:10:53.000,01-01-1970 03:11:53.000
HL,IN_4_0:IN_4_3-x,01-01-1970 03:21:53.000,01-01-1970 03:22:53.000
HL,IN_4_0:IN_4_3-x,01-01-1970 04:29:53.000,01-01-1970 04:30:53.000
HL,IN_4_3-x:IN_5_3-x,01-01-1970 01:12:20.600,01-01-1970 01:13:20.600
HL,IN_4_3-x:IN_5_3-x,01-01-1970 01:18:20.600,01-01-1970 01:19:20.600
HL,IN_4_3-x:IN_5_3-x,01-01-1970 01:27:20.600,01-01-1970 01:28:20.600
HL,IN_4_3-x:IN_5_3-x,01-01-1970 03:10:20.600,01-01-1970 03:11:20.600
HL,IN_4_3-x:IN_5_3-x,01-01-1970 03:16:20.600,01-01-1970 03:17:20.600
HL,IN_4_3-x:IN_5_3-x,01-01-1970 04:34:20.600,01-01-1970 04:35:20.600
HL,IN_4_3-x:IN_5_3-x,01-01-1970 05:01:20.600,01-01-1970 05:02:20.600
HL,IN_4_3-x:IN_5_3-x,01-01-1970 05:30:20.600,01-01-1970 05:31:20.600
HL,IN_4_3-x:IN_5_3-x,01-01-1970 10:12:20.600,01-01-1970 10:13:20.600
HL,IN_4_3-x:IN_5_3-x,01-01-1970 10:27:20.600,01-01-1970 10:28:20.600
HL,IN_5_3-x:IN_6_3-x,01-01-1970 00:45:16.800,01-01-1970 00:46:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 01:13:16.800,01-01-1970 01:14:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 01:19:16.800,01-01-1970 01:20:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 01:28:16.800,01-01-1970 01:29:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 03:10:16.800,01-01-1970 03:12:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 03:17:16.800,01-01-1970 03:18:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 04:09:16.800,01-01-1970 04:10:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 04:35:16.800,01-01-1970 04:36:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 04:45:16.800,01-01-1970 04:46:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 05:31:16.800,01-01-1970 05:32:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 10:13:16.800,01-01-1970 10:14:16.800
HL,IN_5_3-x:IN_6_3-x,01-01-1970 10:28:16.800,01-01-1970 10:29:16.800
HL,IN_6_3-x:IN_7_3-y,01-01-1970 00:45:24.300,01-01-1970 00:46:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 01:13:24.300,01-01-1970 01:14:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 01:19:24.300,01-01-1970 01:20:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 01:28:24.300,01-01-1970 01:29:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 03:10:24.300,01-01-1970 03:12:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 03:17:24.300,01-01-1970 03:18:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 04:22:24.300,01-01-1970 04:23:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 04:35:24.300,01-01-1970 04:36:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 04:45:24.300,01-01-1970 04:46:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 05:18:24.300,01-01-1970 05:19:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 05:31:24.300,01-01-1970 05:32:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 10:13:24.300,01-01-1970 10:14:24.300
HL,IN_6_3-x:IN_7_3-y,01-01-1970 10:28:24.300,01-01-1970 10:29:24.300
HL,IN_7_3-y:y-S1_0,01-01-1970 01:13:35.900,01-01-1970 01:14:35.900
HL,IN_7_3-y:y-S1_0,01-01-1970 01:19:35.900,01-01-1970 01:20:35.900
HL,IN_7_3-y:y-S1_0,01-01-1970 01:28:35.900,01-01-1970 01:29:35.900
HL,IN_7_3-y:y-S1_0,01-01-1970 03:10:35.900,01-01-1970 03:12:35.900
HL,IN_7_3-y:y-S1_0,01-01-1970 03:17:35.900,01-01-1970 03:18:35.900
HL,IN_7_3-y:y-S1_0,01-01-1970 04:22:35.900,01-01-1970 04:23:35.900
HL,IN_7_3-y:y-S1_0,01-01-1970 04:35:35.900,01-01-1970 04:36:35.900
HL,IN_7_3-y:y-S1_0,01-01-1970 04:45:35.900,01-01-1970 04:46:35.900
HL,IN_7_3-y:y-S1_0,01-01-1970 05:31:35.900,01-01-1970 05:32:35.900
HL,IN_7_3-y:y-S1_0,01-01-1970 10:12:35.900,01-01-1970 10:14:35.900
HL,IN_7_3-y:y-S1_0,01-01-1970 10:31:35.900,01-01-1970 10:32:35.900
HL,y-S1_0:z-x,01-01-1970 00:24:28.800,01-01-1970 00:25:28.800
HL,y-S1_0:z-x,01-01-1970 01:08:28.800,01-01-1970 01:09:28.800
HL,y-S1_0:z-x,01-01-1970 01:20:28.800,01-01-1970 01:21:28.800
HL,y-S1_0:z-x,01-01-1970 01:39:28.800,01-01-1970 01:40:28.800
HL,y-S1_0:z-x,01-01-1970 02:41:28.800,01-01-1970 02:42:28.800
HL,y-S1_0:z-x,01-01-1970 03:00:28.800,01-01-1970 03:01:28.800
HL,y-S1_0:z-x,01-01-1970 03:44:28.800,01-01-1970 03:45:28.800
HL,y-S1_0:z-x,01-01-1970 06:21:28.800,01-01-1970 06:22:28.800
HL,y-S1_0:z-x,01-01-1970 08:18:28.800,01-01-1970 08:19:28.800
HL,y-S1_0:z-x,01-01-1970 08:40:28.800,01-01-1970 08:41:28.800
HL,y-S1_0:z-x,01-01-1970 10:32:28.800,01-01-1970 10:33:28.800
HL,y-S1_0:z-x,01-01-1970 12:14:28.800,01-01-1970 12:15:28.800
HL,z-x:IN_1_3-x,01-01-1970 00:45:07.200,01-01-1970 00:46:07.200
HL,z-x:IN_1_3-x,01-01-1970 01:23:07.200,01-01-1970 01:24:07.200
HL,z-x:IN_1_3-x,01-01-1970 03:19:07.200,01-01-1970 03:20:07.200
HL,z-x:IN_1_3-x,01-01-1970 03:46:07.200,01-01-1970 03:47:07.200
HL,z-x:IN_1_3-x,01-01-1970 04:38:07.200,01-01-1970 04:39:07.200
HL,z-x:IN_1_3-x,01-01-1970 04:49:07.200,01-01-1970 04:50:07.200
HL,z-x:IN_1_3-x,01-01-1970 05:18:07.200,01-01-1970 05:19:07.200
HL,z-x:IN_1_3-x,01-01-1970 05:34:07.200,01-01-1970 05:35:07.200
HL,z-x:IN_1_3-x,01-01-1970 06:54:07.200,01-01-1970 06:55:07.200
HL,z-x:IN_1_3-x,01-01-1970 08:17:07.200,01-01-1970 08:18:07.200
HL,z-x:IN_1_3-x,01-01-1970 10:16:07.200,01-01-1970 10:17:07.200
HL,z-x:IN_1_3-x,01-01-1970 10:47:07.200,01-01-1970 10:48:07.200
HL,z-x:IN_1_3-x,01-01-1970 12:16:07.200,01-01-1970 12:17:07.200
HL,IN_1_3-x:IN_2_3-x,01-01-1970 00:45:16.000,01-01-1970 00:46:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 01:12:16.000,01-01-1970 01:13:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 01:18:16.000,01-01-1970 01:19:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 01:23:16.000,01-01-1970 01:24:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 03:46:16.000,01-01-1970 03:47:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 04:38:16.000,01-01-1970 04:39:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 04:49:16.000,01-01-1970 04:50:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 05:18:16.000,01-01-1970 05:19:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 05:34:16.000,01-01-1970 05:35:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 06:54:16.000,01-01-1970 06:55:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 08:17:16.000,01-01-1970 08:18:16.000
HL,IN_1_3-x:IN_2_3-x,01-01-1970 12:16:16.000,01-01-1970 12:17:16.000
HL,IN_2_3-x:IN_3_3-x,01-01-1970 01:12:18.200,01-01-1970 01:13:18.200
HL,IN_2_3-x:IN_3_3-x,01-01-1970 01:18:18.200,01-01-1970 01:19:18.200
HL,IN_2_3-x:IN_3_3-x,01-01-1970 01:23:18.200,01-01-1970 01:24:18.200
HL,IN_2_3-x:IN_3_3-x,01-01-1970 03:10:18.200,01-01-1970 03:11:18.200
HL,IN_2_3-x:IN_3_3-x,01-01-1970 04:38:18.200,01-01-1970 04:39:18.200
HL,IN_2_3-x:IN_3_3-x,01-01-1970 05:18:18.200,01-01-1970 05:19:18.200
HL,IN_3_3-x:IN_4_3-x,01-01-1970 01:12:21.200,01-01-1970 01:13:21.200
HL,IN_3_3-x:IN_4_3-x,01-01-1970 01:18:21.200,01-01-1970 01:19:21.200
HL,IN_3_3-x:IN_4_3-x,01-01-1970 01:27:21.200,01-01-1970 01:28:21.200
HL,IN_3_3-x:IN_4_3-x,01-01-1970 03:10:21.200,01-01-1970 03:11:21.200
HL,IN_3_3-x:IN_4_3-x,01-01-1970 04:08:21.200,01-01-1970 04:09:21.200
HL,IN_3_3-x:IN_4_3-x,01-01-1970 10:27:21.200,01-01-1970 10:28:21.200
HL,y-S1_0:y-S2_0,01-01-1970 00:47:31.700,01-01-1970 00:48:31.700
